loc_rowid,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_disc,st_glon,st_glat,st_radv,st_radverr1,st_radverr2,st_radvlim
2262,Kepler-209,b,Kepler-209 b,Transit,16.08784500,0.00004100,-0.00004100,0,0.122000,,,0,,,,,,,,,,,,,0.202,0.030,-0.030,0,19h24m40.69s,291.169537,+42d38m26.9s,42.640812,584.00,35.00,-27.99,0,13.998,,0,5513.00,100.00,-100.00,0,,,,,0.94,0.14,-0.14,0,2014-05-14,,,,,2014,74.755831,12.372292,,,,
2263,Kepler-209,c,Kepler-209 c,Transit,41.74988200,0.00010600,-0.00010600,0,0.231000,,,0,,,,,,,,,,,,,0.277,0.045,-0.045,0,19h24m40.69s,291.169537,+42d38m26.9s,42.640812,584.00,35.00,-27.99,0,13.998,,0,5513.00,100.00,-100.00,0,,,,,0.94,0.14,-0.14,0,2014-05-14,,,,,2014,74.755831,12.372292,,,,
2264,Kepler-21,b,Kepler-21 b,Transit,2.78578000,0.00003000,-0.00003000,0,0.042717,0.000000,0.000000,0,0.020000,0.100000,-0.100000,0,83.200,0.280,-0.260,0,0.01598,0.00541,-0.00541,0,0.146,0.002,-0.001,0,19h09m26.84s,287.361816,+38d42m50.5s,38.714016,113.00,7.00,-7.00,0,8.250,0.012,0,6305.00,50.00,-50.00,0,1.41,0.02,-0.03,0,1.90,0.02,-0.01,0,2016-10-06,2025,20,-20,0,2012,69.856227,13.336874,-19.10,0.30,-0.30,0
2265,Kepler-210,b,Kepler-210 b,Transit,2.45323400,0.00000100,-0.00000100,0,0.032000,,,0,,,,,,,,,,,,,0.262,0.019,-0.019,0,19h30m00.81s,292.503389,+43d04m59.3s,43.083149,242.00,5.57,-5.49,0,13.822,,0,4559.00,100.00,-100.00,0,,,,,0.65,0.03,-0.03,0,2014-05-14,,,,,2014,75.600506,11.687410,,,,
2266,Kepler-210,c,Kepler-210 c,Transit,7.97251300,0.00000300,-0.00000300,0,0.070000,,,0,,,,,,,,,,,,,0.323,0.017,-0.017,0,19h30m00.81s,292.503389,+43d04m59.3s,43.083149,242.00,5.57,-5.49,0,13.822,,0,4559.00,100.00,-100.00,0,,,,,0.65,0.03,-0.03,0,2014-05-14,,,,,2014,75.600506,11.687410,,,,
2267,Kepler-211,b,Kepler-211 b,Transit,4.13857500,0.00001000,-0.00001000,0,0.048000,,,0,,,,,,,,,,,,,0.112,0.008,-0.008,0,19h01m45.40s,285.439151,+43d10m06.5s,43.168484,322.00,5.73,-5.78,0,13.283,,0,5123.00,100.00,-100.00,0,,,,,0.82,0.05,-0.05,0,2014-05-14,,,,,2014,73.502829,16.424140,,,,
2268,Kepler-211,c,Kepler-211 c,Transit,6.04045000,0.00001600,-0.00001600,0,0.062000,,,0,,,,,,,,,,,,,0.115,0.008,-0.008,0,19h01m45.40s,285.439151,+43d10m06.5s,43.168484,322.00,5.73,-5.78,0,13.283,,0,5123.00,100.00,-100.00,0,,,,,0.82,0.05,-0.05,0,2014-05-14,,,,,2014,73.502829,16.424140,,,,
2269,Kepler-212,b,Kepler-212 b,Transit,16.25758200,0.00037800,-0.00037800,0,0.133000,,,0,,,,,,,,,,,,,0.097,0.019,-0.019,0,19h10m29.00s,287.620834,+43d08m30.0s,43.141678,597.00,100.89,-87.48,0,13.178,,0,5852.00,100.00,-100.00,0,,,,,1.46,0.27,-0.27,0,2014-05-14,,,,,2014,74.115203,14.945616,-7.08,4.41,-4.41,0
2270,Kepler-212,c,Kepler-212 c,Transit,31.80517400,0.00014200,-0.00014200,0,0.207000,,,0,,,,,,,,,,,,,0.244,0.045,-0.045,0,19h10m29.00s,287.620834,+43d08m30.0s,43.141678,597.00,100.89,-87.48,0,13.178,,0,5852.00,100.00,-100.00,0,,,,,1.46,0.27,-0.27,0,2014-05-14,,,,,2014,74.115203,14.945616,-7.08,4.41,-4.41,0
2271,Kepler-213,b,Kepler-213 b,Transit,2.46236000,0.00000600,-0.00000600,0,0.036000,,,0,,,,,,,,,,,,,0.145,0.028,-0.028,0,19h23m17.80s,290.824182,+44d38m49.9s,44.647186,578.00,21.52,-19.86,0,13.648,,0,5696.00,100.00,-100.00,0,,,,,1.20,0.22,-0.22,0,2014-05-14,,,,,2014,76.506869,13.456312,,,,
2272,Kepler-213,c,Kepler-213 c,Transit,4.82296200,0.00000800,-0.00000800,0,0.057000,,,0,,,,,,,,,,,,,0.209,0.040,-0.040,0,19h23m17.80s,290.824182,+44d38m49.9s,44.647186,578.00,21.52,-19.86,0,13.648,,0,5696.00,100.00,-100.00,0,,,,,1.20,0.22,-0.22,0,2014-05-14,,,,,2014,76.506869,13.456312,,,,
2273,Kepler-214,b,Kepler-214 b,Transit,15.66054400,0.00008000,-0.00008000,0,0.130000,,,0,,,,,,,,,,,,,0.233,0.044,-0.044,0,18h59m01.16s,284.754851,+44d57m21.7s,44.956032,804.00,31.99,-27.76,0,13.949,,0,6169.00,100.00,-100.00,0,,,,,1.35,0.25,-0.25,0,2014-05-14,,,,,2014,75.051747,17.538882,,,,
2274,Kepler-214,c,Kepler-214 c,Transit,28.77980000,0.00039700,-0.00039700,0,0.194000,,,0,,,,,,,,,,,,,0.190,0.036,-0.036,0,18h59m01.16s,284.754851,+44d57m21.7s,44.956032,804.00,31.99,-27.76,0,13.949,,0,6169.00,100.00,-100.00,0,,,,,1.35,0.25,-0.25,0,2014-05-14,,,,,2014,75.051747,17.538882,,,,
2275,Kepler-215,b,Kepler-215 b,Transit,9.36067200,0.00004000,-0.00004000,0,0.084000,,,0,,,,,,,,,,,,,0.145,0.036,-0.036,0,19h39m53.64s,294.973509,+45d12m49.3s,45.213688,467.00,15.00,-16.57,0,13.580,,0,5739.00,164.00,-164.00,0,,,,,1.03,0.24,-0.24,0,2014-05-14,,,,,2014,78.356824,11.072873,,,,
2276,Kepler-215,c,Kepler-215 c,Transit,14.66710800,0.00008900,-0.00008900,0,0.113000,,,0,,,,,,,,,,,,,0.158,0.037,-0.037,0,19h39m53.64s,294.973509,+45d12m49.3s,45.213688,467.00,15.00,-16.57,0,13.580,,0,5739.00,164.00,-164.00,0,,,,,1.03,0.24,-0.24,0,2014-05-14,,,,,2014,78.356824,11.072873,,,,
2277,Kepler-215,d,Kepler-215 d,Transit,30.86442300,0.00009200,-0.00009200,0,0.185000,,,0,,,,,,,,,,,,,0.213,0.049,-0.049,0,19h39m53.64s,294.973509,+45d12m49.3s,45.213688,467.00,15.00,-16.57,0,13.580,,0,5739.00,164.00,-164.00,0,,,,,1.03,0.24,-0.24,0,2014-05-14,,,,,2014,78.356824,11.072873,,,,
2278,Kepler-215,e,Kepler-215 e,Transit,68.16101000,0.00063000,-0.00063000,0,0.314000,,,0,,,,,,,,,,,,,0.156,0.037,-0.037,0,19h39m53.64s,294.973509,+45d12m49.3s,45.213688,467.00,15.00,-16.57,0,13.580,,0,5739.00,164.00,-164.00,0,,,,,1.03,0.24,-0.24,0,2014-05-14,,,,,2014,78.356824,11.072873,,,,
2279,Kepler-216,b,Kepler-216 b,Transit,7.69364100,0.00003100,-0.00003100,0,0.079000,,,0,,,,,,,,,,,,,0.210,0.041,-0.041,0,19h34m54.74s,293.728072,+46d07m45.0s,46.129154,913.00,136.81,-95.75,0,13.998,,0,6091.00,120.00,-120.00,0,,,,,1.26,0.24,-0.24,0,2014-05-14,,,,,2014,78.785122,12.264282,,,,
2280,Kepler-216,c,Kepler-216 c,Transit,17.40666900,0.00005700,-0.00005700,0,0.136000,,,0,,,,,,,,,,,,,0.271,0.053,-0.053,0,19h34m54.74s,293.728072,+46d07m45.0s,46.129154,913.00,136.81,-95.75,0,13.998,,0,6091.00,120.00,-120.00,0,,,,,1.26,0.24,-0.24,0,2014-05-14,,,,,2014,78.785122,12.264282,,,,
2281,Kepler-217,b,Kepler-217 b,Transit,5.37494300,0.00001900,-0.00001900,0,0.065000,,,0,,,,,,,,,,,,,0.199,0.029,-0.029,0,19h32m09.06s,293.037744,+46d16m39.0s,46.277508,1066.00,277.38,-218.72,0,13.294,,0,6171.00,109.00,-109.00,0,,,,,1.80,0.26,-0.26,0,2014-05-14,,,,,2014,78.704307,12.758299,,,,
2282,Kepler-217,c,Kepler-217 c,Transit,8.58600400,0.00005300,-0.00005300,0,0.089000,,,0,,,,,,,,,,,,,0.165,0.024,-0.024,0,19h32m09.06s,293.037744,+46d16m39.0s,46.277508,1066.00,277.38,-218.72,0,13.294,,0,6171.00,109.00,-109.00,0,,,,,1.80,0.26,-0.26,0,2014-05-14,,,,,2014,78.704307,12.758299,,,,
2283,Kepler-217,d,Kepler-217 d,Transit,3.88689525,0.00002241,-0.00002241,0,,,,,,,,,,,,,,,,,0.118,0.032,-0.024,0,19h32m09.06s,293.037744,+46d16m39.0s,46.277508,1066.00,277.38,-218.72,0,13.294,,0,6171.00,109.00,-109.00,0,,,,,1.80,0.26,-0.26,0,2016-05-10,,,,,2016,78.704307,12.758299,,,,
2284,Kepler-218,b,Kepler-218 b,Transit,3.61933700,0.00001100,-0.00001100,0,0.046000,,,0,,,,,,,,,,,,,0.132,0.011,-0.011,0,19h41m39.07s,295.412811,+46d15m59.3s,46.266472,636.00,62.38,-44.52,0,13.967,,0,5502.00,74.00,-74.00,0,,,,,1.06,0.08,-0.08,0,2014-05-14,,,,,2014,79.452675,11.288780,,,,
2285,Kepler-218,c,Kepler-218 c,Transit,44.69957600,0.00016700,-0.00016700,0,0.248000,,,0,,,,,,,,,,,,,0.280,0.023,-0.023,0,19h41m39.07s,295.412811,+46d15m59.3s,46.266472,636.00,62.38,-44.52,0,13.967,,0,5502.00,74.00,-74.00,0,,,,,1.06,0.08,-0.08,0,2014-05-14,,,,,2014,79.452675,11.288780,,,,
2286,Kepler-218,d,Kepler-218 d,Transit,124.52446470,0.00058220,-0.00058220,0,,,,,,,,,,,,,,,,,0.237,0.025,-0.016,0,19h41m39.07s,295.412811,+46d15m59.3s,46.266472,636.00,62.38,-44.52,0,13.967,,0,5502.00,74.00,-74.00,0,,,,,1.06,0.08,-0.08,0,2016-05-10,,,,,2016,79.452675,11.288780,,,,
2287,Kepler-219,b,Kepler-219 b,Transit,4.58551200,0.00000800,-0.00000800,0,0.057000,,,0,,,,,,,,,,,,,0.263,0.044,-0.044,0,19h14m57.36s,288.738980,+46d45m45.2s,46.762558,946.00,182.54,-154.03,0,13.764,,0,5786.00,100.00,-100.00,0,,,,,1.49,0.25,-0.25,0,2014-05-14,,,,,2014,77.887811,15.649007,,,,
2288,Kepler-219,c,Kepler-219 c,Transit,22.71461300,0.00007500,-0.00007500,0,0.165000,,,0,,,,,,,,,,,,,0.319,0.054,-0.054,0,19h14m57.36s,288.738980,+46d45m45.2s,46.762558,946.00,182.54,-154.03,0,13.764,,0,5786.00,100.00,-100.00,0,,,,,1.49,0.25,-0.25,0,2014-05-14,,,,,2014,77.887811,15.649007,,,,
2289,Kepler-219,d,Kepler-219 d,Transit,47.90364500,0.00030700,-0.00030700,0,0.272000,,,0,,,,,,,,,,,,,0.251,0.043,-0.043,0,19h14m57.36s,288.738980,+46d45m45.2s,46.762558,946.00,182.54,-154.03,0,13.764,,0,5786.00,100.00,-100.00,0,,,,,1.49,0.25,-0.25,0,2014-05-14,,,,,2014,77.887811,15.649007,,,,
2290,Kepler-22,b,Kepler-22 b,Transit,289.86230000,0.00160000,-0.00200000,0,0.849000,0.018000,-0.017000,0,0.000000,,,0,89.764,0.025,-0.042,0,0.11300,,,1,0.212,0.012,-0.012,0,19h16m52.20s,289.217484,+47d53m04.1s,47.884464,190.00,,,0,11.664,,0,5518.00,44.00,-44.00,0,0.97,0.06,-0.06,0,0.98,0.02,-0.02,0,2014-05-14,262,,,0,2011,79.091866,15.792364,-4.06,0.56,-0.56,0
2291,Kepler-220,b,Kepler-220 b,Transit,4.15980700,0.00001000,-0.00001000,0,0.046000,,,0,,,,,,,,,,,,,0.072,0.004,-0.004,0,19h26m01.50s,291.506237,+46d53m44.8s,46.895779,154.00,4.71,-4.19,0,13.177,,0,4632.00,100.00,-100.00,0,,,,,0.67,0.03,-0.03,0,2014-05-14,,,,,2014,78.811786,13.974475,15.90,2.07,-2.07,0
2292,Kepler-220,c,Kepler-220 c,Transit,9.03419900,0.00000900,-0.00000900,0,0.076000,,,0,,,,,,,,,,,,,0.140,0.008,-0.008,0,19h26m01.50s,291.506237,+46d53m44.8s,46.895779,154.00,4.71,-4.19,0,13.177,,0,4632.00,100.00,-100.00,0,,,,,0.67,0.03,-0.03,0,2014-05-14,,,,,2014,78.811786,13.974475,15.90,2.07,-2.07,0
2293,Kepler-220,d,Kepler-220 d,Transit,28.12239700,0.00016200,-0.00016200,0,0.163000,,,0,,,,,,,,,,,,,0.087,0.005,-0.005,0,19h26m01.50s,291.506237,+46d53m44.8s,46.895779,154.00,4.71,-4.19,0,13.177,,0,4632.00,100.00,-100.00,0,,,,,0.67,0.03,-0.03,0,2014-05-14,,,,,2014,78.811786,13.974475,15.90,2.07,-2.07,0
2294,Kepler-220,e,Kepler-220 e,Transit,45.90273300,0.00019200,-0.00019200,0,0.226000,,,0,,,,,,,,,,,,,0.119,0.011,-0.011,0,19h26m01.50s,291.506237,+46d53m44.8s,46.895779,154.00,4.71,-4.19,0,13.177,,0,4632.00,100.00,-100.00,0,,,,,0.67,0.03,-0.03,0,2014-05-14,,,,,2014,78.811786,13.974475,15.90,2.07,-2.07,0
2295,Kepler-221,b,Kepler-221 b,Transit,2.79590600,0.00000400,-0.00000400,0,0.037000,,,0,,,,,,,,,,,,,0.153,0.015,-0.015,0,19h46m37.14s,296.654765,+46d50m07.0s,46.835270,414.00,16.57,-15.01,0,13.749,,0,5243.00,100.00,-100.00,0,,,,,0.82,0.07,-0.07,0,2014-05-14,,,,,2014,80.372944,10.801765,,,,
2296,Kepler-221,c,Kepler-221 c,Transit,5.69058600,0.00000400,-0.00000400,0,0.059000,,,0,,,,,,,,,,,,,0.261,0.024,-0.024,0,19h46m37.14s,296.654765,+46d50m07.0s,46.835270,414.00,16.57,-15.01,0,13.749,,0,5243.00,100.00,-100.00,0,,,,,0.82,0.07,-0.07,0,2014-05-14,,,,,2014,80.372944,10.801765,,,,
2297,Kepler-221,d,Kepler-221 d,Transit,10.04156000,0.00001100,-0.00001100,0,0.087000,,,0,,,,,,,,,,,,,0.244,0.022,-0.022,0,19h46m37.14s,296.654765,+46d50m07.0s,46.835270,414.00,16.57,-15.01,0,13.749,,0,5243.00,100.00,-100.00,0,,,,,0.82,0.07,-0.07,0,2014-05-14,,,,,2014,80.372944,10.801765,,,,
2298,Kepler-221,e,Kepler-221 e,Transit,18.36991700,0.00002900,-0.00002900,0,0.130000,,,0,,,,,,,,,,,,,0.235,0.022,-0.022,0,19h46m37.14s,296.654765,+46d50m07.0s,46.835270,414.00,16.57,-15.01,0,13.749,,0,5243.00,100.00,-100.00,0,,,,,0.82,0.07,-0.07,0,2014-05-14,,,,,2014,80.372944,10.801765,,,,
2299,Kepler-222,b,Kepler-222 b,Transit,3.93698100,0.00000500,-0.00000500,0,0.048000,,,0,,,,,,,,,,,,,0.282,0.125,-0.125,0,19h11m37.46s,287.906100,+46d56m16.0s,46.937767,781.00,63.13,-41.30,0,15.063,,0,5433.00,200.00,-200.00,0,,,,,0.87,0.38,-0.38,0,2014-05-14,,,,,2014,77.825488,16.241935,,,,
2300,Kepler-222,c,Kepler-222 c,Transit,10.08881000,0.00001100,-0.00001100,0,0.091000,,,0,,,,,,,,,,,,,0.414,0.185,-0.185,0,19h11m37.46s,287.906100,+46d56m16.0s,46.937767,781.00,63.13,-41.30,0,15.063,,0,5433.00,200.00,-200.00,0,,,,,0.87,0.38,-0.38,0,2014-05-14,,,,,2014,77.825488,16.241935,,,,
2301,Kepler-222,d,Kepler-222 d,Transit,28.08191200,0.00006900,-0.00006900,0,0.180000,,,0,,,,,,,,,,,,,0.329,0.145,-0.145,0,19h11m37.46s,287.906100,+46d56m16.0s,46.937767,781.00,63.13,-41.30,0,15.063,,0,5433.00,200.00,-200.00,0,,,,,0.87,0.38,-0.38,0,2014-05-14,,,,,2014,77.825488,16.241935,,,,
2302,Kepler-223,b,Kepler-223 b,Transit,7.38449000,0.00022000,-0.00022000,0,,,,,0.078000,0.015000,-0.017000,0,90.000,,-1.800,0,0.02328,0.00409,-0.00346,0,0.267,0.016,-0.024,0,19h53m16.41s,298.318356,+47d16m46.2s,47.279495,1135.00,240.60,-129.40,0,15.344,,0,,,,,1.12,0.09,-0.07,0,1.72,0.07,-0.14,0,2016-08-04,,,,,2014,81.325095,10.024091,,,,
2303,Kepler-223,c,Kepler-223 c,Transit,9.84564000,0.00052000,-0.00051000,0,,,,,0.150000,0.019000,-0.051000,0,90.000,,-1.300,0,0.01605,0.00535,-0.00346,0,0.307,0.018,-0.027,0,19h53m16.41s,298.318356,+47d16m46.2s,47.279495,1135.00,240.60,-129.40,0,15.344,,0,,,,,1.12,0.09,-0.07,0,1.72,0.07,-0.14,0,2016-08-04,,,,,2014,81.325095,10.024091,,,,
2304,Kepler-223,d,Kepler-223 d,Transit,14.78869000,0.00030000,-0.00027000,0,,,,,0.037000,0.018000,-0.017000,0,87.940,0.320,-0.260,0,0.02517,0.00472,-0.00409,0,0.467,0.023,-0.040,0,19h53m16.41s,298.318356,+47d16m46.2s,47.279495,1135.00,240.60,-129.40,0,15.344,,0,,,,,1.12,0.09,-0.07,0,1.72,0.07,-0.14,0,2016-08-04,,,,,2014,81.325095,10.024091,,,,
2305,Kepler-223,e,Kepler-223 e,Transit,19.72567000,0.00055000,-0.00054000,0,,,,,0.051000,0.019000,-0.019000,0,88.000,0.270,-0.210,0,0.01510,0.00440,-0.00378,0,0.410,0.024,-0.037,0,19h53m16.41s,298.318356,+47d16m46.2s,47.279495,1135.00,240.60,-129.40,0,15.344,,0,,,,,1.12,0.09,-0.07,0,1.72,0.07,-0.14,0,2016-08-04,,,,,2014,81.325095,10.024091,,,,
2306,Kepler-224,b,Kepler-224 b,Transit,3.13292400,0.00001400,-0.00001400,0,0.038000,,,0,,,,,,,,,,,,,0.124,0.008,-0.008,0,19h23m44.23s,290.934287,+47d21m27.4s,47.357601,783.00,30.53,-32.04,0,15.644,,0,5018.00,100.00,-100.00,0,,,,,0.68,0.04,-0.04,0,2014-05-14,,,,,2014,79.076859,14.521010,,,,
2307,Kepler-224,c,Kepler-224 c,Transit,5.92500300,0.00001000,-0.00001000,0,0.058000,,,0,,,,,,,,,,,,,0.278,0.023,-0.023,0,19h23m44.23s,290.934287,+47d21m27.4s,47.357601,783.00,30.53,-32.04,0,15.644,,0,5018.00,100.00,-100.00,0,,,,,0.68,0.04,-0.04,0,2014-05-14,,,,,2014,79.076859,14.521010,,,,
2308,Kepler-224,d,Kepler-224 d,Transit,11.34939300,0.00003400,-0.00003400,0,0.089000,,,0,,,,,,,,,,,,,0.205,0.012,-0.012,0,19h23m44.23s,290.934287,+47d21m27.4s,47.357601,783.00,30.53,-32.04,0,15.644,,0,5018.00,100.00,-100.00,0,,,,,0.68,0.04,-0.04,0,2014-05-14,,,,,2014,79.076859,14.521010,,,,
2309,Kepler-224,e,Kepler-224 e,Transit,18.64357700,0.00008700,-0.00008700,0,0.124000,,,0,,,,,,,,,,,,,0.176,0.013,-0.013,0,19h23m44.23s,290.934287,+47d21m27.4s,47.357601,783.00,30.53,-32.04,0,15.644,,0,5018.00,100.00,-100.00,0,,,,,0.68,0.04,-0.04,0,2014-05-14,,,,,2014,79.076859,14.521010,,,,
2310,Kepler-225,b,Kepler-225 b,Transit,6.73897500,0.00004100,-0.00004100,0,0.056000,,,0,,,,,,,,,,,,,0.107,0.006,-0.006,0,19h28m46.56s,292.193984,+47d27m25.5s,47.457096,498.00,16.88,-19.02,0,15.962,,0,3682.00,150.00,-150.00,0,,,,,0.48,0.02,-0.02,0,2014-05-14,,,,,2014,79.539694,13.789364,,,,
2311,Kepler-225,c,Kepler-225 c,Transit,18.79423400,0.00007600,-0.00007600,0,0.111000,,,0,,,,,,,,,,,,,0.164,0.009,-0.009,0,19h28m46.56s,292.193984,+47d27m25.5s,47.457096,498.00,16.88,-19.02,0,15.962,,0,3682.00,150.00,-150.00,0,,,,,0.48,0.02,-0.02,0,2014-05-14,,,,,2014,79.539694,13.789364,,,,
2312,Kepler-226,b,Kepler-226 b,Transit,3.94099700,0.00002000,-0.00002000,0,0.047000,,,0,,,,,,,,,,,,,0.138,0.055,-0.055,0,19h29m30.27s,292.376129,+47d52m51.6s,47.880989,966.00,83.79,-66.40,0,15.416,,0,5571.00,200.00,-200.00,0,,,,,0.80,0.32,-0.32,0,2014-05-14,,,,,2014,79.988357,13.859543,,,,
2313,Kepler-226,c,Kepler-226 c,Transit,5.34955500,0.00001400,-0.00001400,0,0.058000,,,0,,,,,,,,,,,,,0.203,0.080,-0.080,0,19h29m30.27s,292.376129,+47d52m51.6s,47.880989,966.00,83.79,-66.40,0,15.416,,0,5571.00,200.00,-200.00,0,,,,,0.80,0.32,-0.32,0,2014-05-14,,,,,2014,79.988357,13.859543,,,,
2314,Kepler-226,d,Kepler-226 d,Transit,8.10904400,0.00009400,-0.00009400,0,0.076000,,,0,,,,,,,,,,,,,0.109,0.044,-0.044,0,19h29m30.27s,292.376129,+47d52m51.6s,47.880989,966.00,83.79,-66.40,0,15.416,,0,5571.00,200.00,-200.00,0,,,,,0.80,0.32,-0.32,0,2014-05-14,,,,,2014,79.988357,13.859543,,,,
2315,Kepler-227,b,Kepler-227 b,Transit,9.48801500,0.00003900,-0.00003900,0,0.090000,,,0,,,,,,,,,,,,,0.277,0.140,-0.140,0,19h27m44.22s,291.934236,+48d08m29.9s,48.141651,1095.00,204.07,-85.24,0,15.347,,0,5854.00,200.00,-200.00,0,,,,,1.09,0.55,-0.55,0,2014-05-14,,,,,2014,80.102243,14.237867,,,,
2316,Kepler-227,c,Kepler-227 c,Transit,54.41869400,0.00046000,-0.00046000,0,0.290000,,,0,,,,,,,,,,,,,0.271,0.136,-0.136,0,19h27m44.22s,291.934236,+48d08m29.9s,48.141651,1095.00,204.07,-85.24,0,15.347,,0,5854.00,200.00,-200.00,0,,,,,1.09,0.55,-0.55,0,2014-05-14,,,,,2014,80.102243,14.237867,,,,
2317,Kepler-228,b,Kepler-228 b,Transit,2.56654600,0.00002600,-0.00002600,0,0.038000,,,0,,,,,,,,,,,,,0.136,0.063,-0.063,0,19h45m08.67s,296.286142,+48d13m28.8s,48.224667,1307.00,195.71,-104.36,0,15.714,,0,6043.00,200.00,-200.00,0,,,,,1.01,0.47,-0.47,0,2014-05-14,,,,,2014,81.502632,11.676221,,,,
2318,Kepler-228,c,Kepler-228 c,Transit,4.13444400,0.00001800,-0.00001800,0,0.052000,,,0,,,,,,,,,,,,,0.241,0.111,-0.111,0,19h45m08.67s,296.286142,+48d13m28.8s,48.224667,1307.00,195.71,-104.36,0,15.714,,0,6043.00,200.00,-200.00,0,,,,,1.01,0.47,-0.47,0,2014-05-14,,,,,2014,81.502632,11.676221,,,,
2319,Kepler-228,d,Kepler-228 d,Transit,11.09428600,0.00003600,-0.00003600,0,0.101000,,,0,,,,,,,,,,,,,0.360,0.165,-0.165,0,19h45m08.67s,296.286142,+48d13m28.8s,48.224667,1307.00,195.71,-104.36,0,15.714,,0,6043.00,200.00,-200.00,0,,,,,1.01,0.47,-0.47,0,2014-05-14,,,,,2014,81.502632,11.676221,,,,
2320,Kepler-229,b,Kepler-229 b,Transit,6.25297200,0.00002100,-0.00002100,0,0.062000,,,0,,,,,,,,,,,,,0.196,0.070,-0.070,0,19h07m59.87s,286.999471,+48d22m32.9s,48.375797,877.00,42.69,-48.63,0,15.841,,0,5120.00,200.00,-200.00,0,,,,,0.73,0.26,-0.26,0,2014-05-14,,,,,2014,78.977758,17.348255,,,,
2321,Kepler-229,c,Kepler-229 c,Transit,16.06863800,0.00001900,-0.00001900,0,0.117000,,,0,,,,,,,,,,,,,0.439,0.155,-0.155,0,19h07m59.87s,286.999471,+48d22m32.9s,48.375797,877.00,42.69,-48.63,0,15.841,,0,5120.00,200.00,-200.00,0,,,,,0.73,0.26,-0.26,0,2014-05-14,,,,,2014,78.977758,17.348255,,,,
2322,Kepler-229,d,Kepler-229 d,Transit,41.19491200,0.00024800,-0.00024800,0,0.220000,,,0,,,,,,,,,,,,,0.343,0.123,-0.123,0,19h07m59.87s,286.999471,+48d22m32.9s,48.375797,877.00,42.69,-48.63,0,15.841,,0,5120.00,200.00,-200.00,0,,,,,0.73,0.26,-0.26,0,2014-05-14,,,,,2014,78.977758,17.348255,,,,
2323,Kepler-23,b,Kepler-23 b,Transit,7.10730000,,,0,0.075000,,,0,,,,,,,,,0.80000,,,1,0.170,,,0,19h36m52.54s,294.218924,+49d28m45.2s,49.479225,800.00,,,0,13.438,,0,5828.00,100.00,-100.00,0,,,,,1.55,0.05,-0.05,0,2014-05-14,,,,,2011,82.013654,13.458059,,,,
2324,Kepler-23,c,Kepler-23 c,Transit,10.74210000,,,0,0.099000,,,0,,,,,,,,,2.70000,,,1,0.285,,,0,19h36m52.54s,294.218924,+49d28m45.2s,49.479225,800.00,,,0,13.438,,0,5828.00,100.00,-100.00,0,,,,,1.55,0.05,-0.05,0,2014-05-14,,,,,2011,82.013654,13.458059,,,,
2325,Kepler-23,d,Kepler-23 d,Transit,15.27429900,0.00010400,-0.00010400,0,0.124000,,,0,,,,,,,,,,,,,0.196,0.008,-0.008,0,19h36m52.54s,294.218924,+49d28m45.2s,49.479225,800.00,,,0,13.438,,0,5828.00,100.00,-100.00,0,,,,,1.55,0.05,-0.05,0,2014-05-14,,,,,2014,82.013654,13.458059,,,,
2326,Kepler-230,b,Kepler-230 b,Transit,32.62555500,0.00012600,-0.00012600,0,0.191000,,,0,,,,,,,,,,,,,0.380,0.194,-0.194,0,19h02m52.45s,285.718538,+48d30m21.1s,48.505859,775.00,63.68,-60.89,0,15.082,,0,5588.00,200.00,-200.00,0,,,,,0.82,0.41,-0.41,0,2014-05-14,,,,,2014,78.783629,18.187790,,,,
2327,Kepler-230,c,Kepler-230 c,Transit,91.77324200,0.00161800,-0.00161800,0,0.380000,,,0,,,,,,,,,,,,,0.182,0.093,-0.093,0,19h02m52.45s,285.718538,+48d30m21.1s,48.505859,775.00,63.68,-60.89,0,15.082,,0,5588.00,200.00,-200.00,0,,,,,0.82,0.41,-0.41,0,2014-05-14,,,,,2014,78.783629,18.187790,,,,
2328,Kepler-231,b,Kepler-231 b,Transit,10.06527500,0.00002700,-0.00002700,0,0.074000,,,0,,,,,,,,,,,,,0.154,0.011,-0.011,0,19h35m53.60s,293.973353,+50d31m54.9s,50.531914,325.00,19.47,-21.39,0,15.385,,0,3767.00,150.00,-150.00,0,,,,,0.49,0.02,-0.02,0,2014-05-14,,,,,2014,82.916440,14.061513,,,,
