loc_rowid,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_disc,st_glon,st_glat,st_radv,st_radverr1,st_radverr2,st_radvlim
1122,K2-30,b,K2-30 b,Transit,4.09850300,0.00001100,-0.00001100,0,0.048390,0.000760,-0.000760,0,0.000000,,,0,86.920,0.260,-0.240,0,0.57900,0.02800,-0.02700,0,1.039,0.050,-0.051,0,03h29m22.07s,52.341961,+22d17m57.9s,22.299404,336.26,3.03,-3.03,0,13.530,0.040,0,5425.00,40.00,-40.00,0,0.90,0.04,-0.04,0,0.84,0.03,-0.03,0,2016-04-14,1092,19,-20,0,2016,164.501370,-27.549570,35.43,0.00,0.00,0
1123,K2-31,b,K2-31 b,Transit,1.25785000,0.00000200,-0.00000200,0,0.022000,0.001800,-0.001800,0,0.000000,,,0,79.900,0.800,-0.800,0,1.77400,0.07900,-0.07900,0,1.060,0.350,-0.350,0,16h21m45.78s,245.440750,-23d32m52.3s,-23.547865,110.87,0.72,-0.72,0,10.775,0.023,0,5280.00,70.00,-70.00,0,0.91,0.06,-0.06,0,0.78,0.07,-0.07,0,2016-12-01,,,,,2016,352.995116,18.275339,-4.75,0.00,0.00,0
1124,K2-32,b,K2-32 b,Transit,8.99213000,0.00016000,-0.00016000,0,0.080360,0.000880,-0.000880,0,0.000000,,,0,,,,,0.05191,0.00850,-0.00850,0,0.458,0.025,-0.025,0,16h49m42.26s,252.426086,-19d32m34.2s,-19.542822,158.39,1.30,-1.30,0,12.310,0.020,0,5275.00,60.00,-60.00,0,0.86,0.03,-0.03,0,0.84,0.04,-0.04,0,2017-02-09,817,25,-25,0,2016,0.545997,15.801800,-1.67,0.71,-0.71,0
1125,K2-32,c,K2-32 c,Transit,20.66020000,0.00170000,-0.00170000,0,0.139900,0.001500,-0.001500,0,0.000000,,,0,,,,,0.03807,,,1,0.269,0.022,-0.022,0,16h49m42.26s,252.426086,-19d32m34.2s,-19.542822,158.39,1.30,-1.30,0,12.310,0.020,0,5275.00,60.00,-60.00,0,0.86,0.03,-0.03,0,0.84,0.04,-0.04,0,2017-02-09,619,19,-19,0,2016,0.545997,15.801800,-1.67,0.71,-0.71,0
1126,K2-32,d,K2-32 d,Transit,31.71540000,0.00220000,-0.00220000,0,0.186200,0.002000,-0.002000,0,0.000000,,,0,,,,,0.03241,0.01479,-0.01479,0,0.306,0.031,-0.031,0,16h49m42.26s,252.426086,-19d32m34.2s,-19.542822,158.39,1.30,-1.30,0,12.310,0.020,0,5275.00,60.00,-60.00,0,0.86,0.03,-0.03,0,0.84,0.04,-0.04,0,2017-02-09,537,16,-16,0,2016,0.545997,15.801800,-1.67,0.71,-0.71,0
1127,K2-33,b,K2-33 b,Transit,5.42486500,0.00003500,-0.00003100,0,,,,,0.000000,,,0,89.100,0.600,-1.100,0,3.70000,,,1,0.450,0.030,-0.033,0,16h10m14.74s,242.561401,-19d19m09.4s,-19.319273,139.80,1.52,-1.52,0,15.714,0.058,0,3540.00,70.00,-70.00,0,0.56,0.09,-0.09,0,1.05,0.07,-0.07,0,2016-06-23,,,,,2016,354.420442,23.100595,-6.70,0.15,-0.15,0
1128,K2-34,b,K2-34 b,Transit,2.99563300,0.00000800,-0.00000800,0,0.042600,0.000500,-0.000500,0,,,,0,,,,0,,,,0,1.245,0.029,-0.029,0,08h30m18.91s,127.578773,+22d14m09.3s,22.235909,352.34,6.25,-6.25,0,11.548,0.057,0,6071.00,90.00,-90.00,0,1.15,0.04,-0.04,0,1.44,0.03,-0.03,0,2018-10-26,1559,30,-30,0,2016,202.138808,31.134382,46.31,0.01,-0.01,0
1129,K2-35,b,K2-35 b,Transit,5.60835200,0.00033500,-0.00033800,0,0.055000,0.002000,-0.002000,0,0.120000,0.156754,-0.096124,0,88.580,0.790,-0.440,0,,,,0,0.172,0.012,-0.010,0,11h20m24.74s,170.103088,+01d17m09.4s,1.285956,254.43,2.46,-2.46,0,14.350,0.060,0,4402.71,95.55,-93.27,0,0.70,0.07,-0.07,0,0.62,0.03,-0.03,0,2017-10-26,,,,0,2016,258.928619,56.174441,,,,
1130,K2-35,c,K2-35 c,Transit,2.39996400,0.00019800,-0.00020400,0,0.031000,0.001000,-0.001000,0,0.130000,0.173535,-0.105654,0,88.980,0.710,-0.980,0,,,,0,0.118,0.007,-0.007,0,11h20m24.74s,170.103088,+01d17m09.4s,1.285956,254.43,2.46,-2.46,0,14.350,0.060,0,4402.71,95.55,-93.27,0,0.70,0.07,-0.07,0,0.62,0.03,-0.03,0,2017-10-26,,,,0,2016,258.928619,56.174441,,,,
1131,K2-36,b,K2-36 b,Transit,1.42266000,0.00005000,-0.00005000,0,0.023000,0.000400,-0.000400,0,,,,,87.750,1.620,-2.400,0,,,,,0.118,0.008,-0.008,0,11h17m47.78s,169.449066,+03d51m59.0s,3.866393,110.09,0.61,-0.61,0,11.800,0.030,0,4924.00,60.00,-60.00,0,0.80,0.04,-0.04,0,0.74,0.04,-0.04,0,2016-07-07,1232,36,-36,0,2016,254.976198,57.737857,13.25,0.86,-0.86,0
1132,K2-36,c,K2-36 c,Transit,5.34059000,0.00010000,-0.00010000,0,0.055500,0.000900,-0.000900,0,,,,,88.330,1.190,-1.630,0,,,,,0.250,0.038,-0.028,0,11h17m47.78s,169.449066,+03d51m59.0s,3.866393,110.09,0.61,-0.61,0,11.800,0.030,0,4924.00,60.00,-60.00,0,0.80,0.04,-0.04,0,0.74,0.04,-0.04,0,2016-07-07,793,23,-23,0,2016,254.976198,57.737857,13.25,0.86,-0.86,0
1133,K2-37,b,K2-37 b,Transit,4.44117000,0.00075000,-0.00075000,0,0.051100,0.000900,-0.000900,0,,,,,87.280,1.950,-3.370,0,,,,,0.144,0.015,-0.015,0,16h13m48.24s,243.451004,-24d47m13.4s,-24.787062,180.86,1.59,-1.59,0,12.520,0.060,0,5413.00,60.00,-60.00,0,0.90,0.05,-0.05,0,0.85,0.04,-0.04,0,2016-07-07,974,32,-32,0,2016,350.736755,18.770776,-0.63,0.63,-0.63,0
1134,K2-37,c,K2-37 c,Transit,6.42904000,0.00036000,-0.00036000,0,0.065400,0.001100,-0.001100,0,,,,,87.370,1.830,-2.500,0,,,,,0.245,0.024,-0.024,0,16h13m48.24s,243.451004,-24d47m13.4s,-24.787062,180.86,1.59,-1.59,0,12.520,0.060,0,5413.00,60.00,-60.00,0,0.90,0.05,-0.05,0,0.85,0.04,-0.04,0,2016-07-07,861,28,-28,0,2016,350.736755,18.770776,-0.63,0.63,-0.63,0
1135,K2-37,d,K2-37 d,Transit,14.09189000,0.00135000,-0.00135000,0,0.110300,0.001800,-0.001800,0,,,,,88.340,1.180,-1.650,0,,,,,0.244,0.032,-0.032,0,16h13m48.24s,243.451004,-24d47m13.4s,-24.787062,180.86,1.59,-1.59,0,12.520,0.060,0,5413.00,60.00,-60.00,0,0.90,0.05,-0.05,0,0.85,0.04,-0.04,0,2016-07-07,663,22,-22,0,2016,350.736755,18.770776,-0.63,0.63,-0.63,0
1136,K2-38,b,K2-38 b,Transit,4.01593000,0.00050000,-0.00050000,0,,,,0,,,,0,87.280,2.480,-2.480,0,0.06000,0.03000,-0.03000,0,0.170,0.030,-0.030,0,16h00m08.06s,240.033585,-23d11m21.4s,-23.189287,193.71,2.64,-2.64,0,11.390,0.030,0,5757.00,60.00,-60.00,0,2.24,1.67,-1.67,0,1.38,0.21,-0.21,0,2018-04-26,,,,0,2016,349.628774,22.120778,-35.33,0.61,-0.61,0
1137,K2-38,c,K2-38 c,Transit,10.56103000,0.00090000,-0.00090000,0,0.096400,0.001600,-0.001600,0,,,,,88.610,1.000,-1.670,0,0.03115,0.01447,-0.01447,0,0.216,0.026,-0.026,0,16h00m08.06s,240.033585,-23d11m21.4s,-23.189287,193.71,2.64,-2.64,0,11.390,0.030,0,5757.00,60.00,-60.00,0,2.24,1.67,-1.67,0,1.38,0.21,-0.21,0,2016-07-07,858,37,-37,0,2016,349.628774,22.120778,-35.33,0.61,-0.61,0
1138,K2-39,b,K2-39 b,Transit,4.60543000,0.00046000,-0.00046000,0,,,,0,0.000000,,,0,80.390,4.190,-4.190,0,0.09000,0.05000,-0.05000,0,0.560,0.150,-0.150,0,22h33m28.41s,338.368378,-09d01m22.0s,-9.022769,310.14,4.70,-4.70,0,10.830,0.080,0,4881.00,20.00,-20.00,0,0.66,0.56,-0.56,0,2.97,0.77,-0.77,0,2018-04-26,,,,0,2016,55.427118,-52.747362,24.35,0.59,-0.59,0
1139,K2-4,b,K2-4 b,Transit,10.00341700,0.00101700,-0.00099600,0,0.078000,0.003000,-0.003000,0,0.080000,0.161192,-0.068641,0,89.540,0.320,-0.430,0,,,,0,0.187,0.018,-0.017,0,11h38m58.95s,174.745636,-03d54m20.1s,-3.905585,233.37,2.12,-2.12,0,14.907,0.030,0,4014.73,173.12,-154.57,0,0.64,0.06,-0.06,0,0.57,0.05,-0.05,0,2017-10-26,,,,0,2015,270.754720,54.376141,,,,
1140,K2-42,b,K2-42 b,Transit,6.68796000,0.00093000,-0.00093000,0,0.061700,0.001300,-0.001300,0,,,,,,,,,,,,,0.192,0.021,-0.021,0,11h46m39.77s,176.665726,-05d10m18.9s,-5.171913,401.36,7.90,-7.90,0,15.023,0.020,0,4613.00,71.00,-71.00,0,0.70,0.05,-0.05,0,0.64,0.04,-0.04,0,2016-07-18,,,,,2016,274.654980,54.105024,,,,
1141,K2-43,b,K2-43 b,Transit,3.47134100,0.00016300,-0.00016100,0,0.038000,0.001000,-0.001000,0,0.070000,0.149039,-0.057685,0,88.900,0.760,-0.900,0,,,,0,0.424,0.030,-0.029,0,11h16m28.11s,169.117142,-03d58m31.6s,-3.975440,183.48,1.91,-1.91,0,15.596,0.050,0,3889.72,120.75,-112.52,0,0.60,0.06,-0.06,0,0.59,0.04,-0.04,0,2017-10-26,,,,0,2016,262.897444,51.360609,,,,
1142,K2-44,b,K2-44 b,Transit,5.65688000,0.00059000,-0.00059000,0,0.065100,0.001100,-0.001100,0,,,,,,,,,,,,,0.243,0.029,-0.029,0,11h36m02.79s,174.011627,-02d31m15.2s,-2.520881,483.19,10.19,-10.19,0,12.189,0.120,0,5912.00,51.00,-51.00,0,1.15,0.06,-0.06,0,1.58,0.15,-0.15,0,2016-07-18,,,,,2016,268.469859,55.224781,47.46,1.00,-1.00,0
1143,K2-45,b,K2-45 b,Transit,1.72926840,0.00000690,-0.00000690,0,0.022400,0.001200,-0.001200,0,,,,,,,,,,,,,0.599,0.000,0.000,0,11h18m31.89s,169.632874,-01d46m26.9s,-1.774130,502.34,10.77,-10.77,0,15.780,0.010,0,4103.00,90.00,-90.00,0,0.50,0.08,-0.08,0,0.45,0.07,-0.07,0,2016-07-18,,,,,2016,261.485578,53.450985,,,,
1144,K2-46,b,K2-46 b,Transit,19.15410000,0.00410000,-0.00410000,0,0.138210,0.000960,-0.000960,0,,,,,,,,,,,,,0.183,0.021,-0.021,0,11h37m03.92s,174.266342,-00d54m26.1s,-0.907261,454.93,10.61,-10.61,0,12.029,0.020,0,6256.00,37.00,-37.00,0,0.96,0.02,-0.02,0,1.29,0.12,-0.12,0,2016-07-18,,,,,2016,267.387855,56.742134,,,,
1145,K2-47,b,K2-47 b,Transit,31.63720000,0.00880000,-0.00880000,0,0.177900,0.001600,-0.001600,0,,,,,,,,,,,,,0.169,0.023,-0.023,0,11h14m19.82s,168.582596,+02d46m50.6s,2.780711,353.38,5.34,-5.34,0,14.085,0.110,0,5054.00,82.00,-82.00,0,0.75,0.02,-0.02,0,0.76,0.03,-0.03,0,2016-07-18,,,,,2016,255.103543,56.351448,,,,
1146,K2-48,b,K2-48 b,Transit,20.50650000,0.00350000,-0.00350000,0,0.134400,0.001200,-0.001200,0,,,,,,,,,,,,,0.200,0.021,-0.021,0,11h44m29.65s,176.123550,+03d16m20.7s,3.272425,316.61,2.89,-2.89,0,14.277,0.030,0,4899.00,78.00,-78.00,0,0.77,0.02,-0.02,0,0.73,0.02,-0.02,0,2016-07-18,,,,,2016,266.193069,61.274163,,,,
1147,K2-49,b,K2-49 b,Transit,2.77065000,0.00015000,-0.00015000,0,0.030900,0.002900,-0.002900,0,,,,,,,,,,,,,0.172,0.047,-0.047,0,11h49m16.85s,177.320206,+03d28m32.0s,3.475569,463.06,10.19,-10.19,0,15.668,0.080,0,4175.00,97.00,-97.00,0,0.51,0.14,-0.14,0,0.45,0.12,-0.12,0,2016-07-18,,,,,2016,268.118527,62.070231,,,,
1148,K2-5,b,K2-5 b,Transit,5.73594000,0.00064000,-0.00064000,0,0.053200,0.003800,-0.003800,0,,,,,87.350,1.880,-3.370,0,,,,,0.170,0.039,-0.039,0,11h17m12.84s,169.303497,-01d52m40.7s,-1.877976,204.12,1.66,-1.66,0,14.910,0.030,0,3930.00,375.00,-375.00,0,0.61,0.13,-0.13,0,0.57,0.12,-0.12,0,2016-07-07,565,84,-84,0,2015,261.144037,53.172555,,,,
1149,K2-5,c,K2-5 c,Transit,10.93241000,0.00134000,-0.00134000,0,0.081800,0.005900,-0.005900,0,,,,,86.950,2.470,-2.470,0,,,,,0.202,0.055,-0.055,0,11h17m12.84s,169.303497,-01d52m40.7s,-1.877976,204.12,1.66,-1.66,0,14.910,0.030,0,3930.00,375.00,-375.00,0,0.61,0.13,-0.13,0,0.57,0.12,-0.12,0,2016-07-07,456,68,-68,0,2015,261.144037,53.172555,,,,
1150,K2-50,b,K2-50 b,Transit,8.75290000,0.00130000,-0.00130000,0,0.070500,0.002200,-0.002200,0,,,,,,,,,,,,,0.142,0.021,-0.021,0,11h17m56.07s,169.483627,+05d59m18.2s,5.988378,259.33,3.26,-3.26,0,14.717,0.050,0,4326.00,128.00,-128.00,0,0.61,0.06,-0.06,0,0.55,0.05,-0.05,0,2016-07-18,,,,,2016,252.271166,59.322537,,,,
1151,K2-52,b,K2-52 b,Transit,3.53505500,0.00001700,-0.00001600,0,0.054000,0.002000,-0.002000,0,,,,0,86.460,2.040,-1.910,0,,,,0,1.606,0.196,-0.196,0,16h26m26.74s,246.611420,-24d58m11.8s,-24.969948,1041.70,132.70,-104.10,0,15.037,,0,7147.00,483.00,-506.00,0,1.69,0.16,-0.14,0,2.19,0.28,-0.23,0,2019-01-31,2004,184,-184,0,2016,352.626785,16.532401,,,,
1152,K2-53,b,K2-53 b,Transit,12.20772000,0.00012300,-0.00011300,0,0.098000,0.001000,-0.001000,0,,,,0,89.320,0.220,-0.160,0,,,,0,0.232,0.009,-0.009,0,16h16m34.04s,244.141815,-20d24m01.9s,-20.400534,139.10,2.20,-2.00,0,11.888,,0,5263.00,88.00,-86.00,0,0.85,0.03,-0.04,0,0.81,0.02,-0.01,0,2019-01-31,665,13,-13,0,2016,354.631482,21.272950,43.34,1.24,-1.24,0
1153,K2-54,b,K2-54 b,Transit,9.78430000,0.00140000,-0.00140000,0,0.067100,0.003700,-0.003700,0,,,,,,,,,,,,,0.103,0.017,-0.017,0,22h32m13.01s,338.054199,-17d32m38.4s,-17.543995,175.84,1.02,-1.02,0,14.042,0.010,0,3798.00,113.00,-113.00,0,0.42,0.07,-0.07,0,0.38,0.05,-0.05,0,2016-07-18,,,,,2016,42.190063,-56.535290,,,,
1154,K2-55,b,K2-55 b,Transit,2.84925800,0.00003300,-0.00003300,0,0.034860,0.000780,-0.000780,0,,,,,,,,,,,,,0.341,0.029,-0.029,0,22h15m00.46s,333.751923,-17d15m02.5s,-17.250708,160.26,0.73,-0.73,0,13.546,0.020,0,4456.00,148.00,-148.00,0,0.70,0.05,-0.05,0,0.63,0.05,-0.05,0,2016-07-18,,,,,2016,39.933285,-52.632153,3.95,1.17,-1.17,0
1155,K2-57,b,K2-57 b,Transit,9.00630000,0.00130000,-0.00130000,0,0.074600,0.002000,-0.002000,0,,,,,,,,,,,,,0.187,0.022,-0.022,0,22h50m46.01s,342.691711,-14d04m11.6s,-14.069886,266.23,2.06,-2.06,0,14.501,0.050,0,4434.00,61.00,-61.00,0,0.68,0.06,-0.06,0,0.62,0.05,-0.05,0,2016-07-18,,,,,2016,51.741580,-59.005226,,,,
1156,K2-58,b,K2-58 b,Transit,7.05254000,0.00032000,-0.00032000,0,0.069200,0.002100,-0.002100,0,,,,,,,,,,,,,0.239,0.033,-0.033,0,22h15m17.23s,333.821808,-14d02m59.3s,-14.049808,182.69,1.43,-1.43,0,12.378,0.030,0,5413.00,255.00,-255.00,0,0.89,0.08,-0.08,0,0.86,0.10,-0.10,0,2016-07-18,,,,,2016,44.721176,-51.379668,6.49,0.84,-0.84,0
1157,K2-58,c,K2-58 c,Transit,2.53726000,0.00017000,-0.00017000,0,0.035000,0.001100,-0.001100,0,,,,,,,,,,,,,0.145,0.021,-0.021,0,22h15m17.23s,333.821808,-14d02m59.3s,-14.049808,182.69,1.43,-1.43,0,12.378,0.030,0,5413.00,255.00,-255.00,0,0.89,0.08,-0.08,0,0.86,0.10,-0.10,0,2016-07-18,,,,,2016,44.721176,-51.379668,6.49,0.84,-0.84,0
1158,K2-58,d,K2-58 d,Transit,22.88270000,0.00400000,-0.00400000,0,0.151700,0.004600,-0.004600,0,,,,,,,,,,,,,0.153,0.022,-0.022,0,22h15m17.23s,333.821808,-14d02m59.3s,-14.049808,182.69,1.43,-1.43,0,12.378,0.030,0,5413.00,255.00,-255.00,0,0.89,0.08,-0.08,0,0.86,0.10,-0.10,0,2016-07-18,,,,,2016,44.721176,-51.379668,6.49,0.84,-0.84,0
1159,K2-59,b,K2-59 b,Transit,20.69210000,0.00330000,-0.00330000,0,0.135400,0.004300,-0.004300,0,,,,,,,,,,,,,0.215,0.028,-0.028,0,22h35m46.16s,338.942352,-14d01m39.9s,-14.027745,314.09,3.54,-3.54,0,14.226,0.030,0,5055.00,93.00,-93.00,0,0.77,0.07,-0.07,0,0.73,0.07,-0.07,0,2016-07-18,,,,,2016,48.555148,-55.797304,,,,
1160,K2-59,c,K2-59 c,Transit,11.29540000,0.00100000,-0.00100000,0,0.090500,0.002800,-0.002800,0,,,,,,,,,,,,,0.205,0.026,-0.026,0,22h35m46.16s,338.942352,-14d01m39.9s,-14.027745,314.09,3.54,-3.54,0,14.226,0.030,0,5055.00,93.00,-93.00,0,0.77,0.07,-0.07,0,0.73,0.07,-0.07,0,2016-07-18,,,,,2016,48.555148,-55.797304,,,,
1161,K2-6,b,K2-6 b,Transit,30.94191000,0.00467000,-0.00467000,0,0.189800,0.005600,-0.005600,0,,,,,,,,,,,,,0.223,0.079,-0.079,0,11h52m46.14s,178.192261,-01d11m54.5s,-1.198477,319.59,6.39,-6.39,0,12.654,0.040,0,5850.00,79.00,-98.00,0,0.97,0.07,-0.07,0,0.96,0.14,-0.09,0,2015-07-16,615,105,-105,0,2015,274.088099,58.349008,7.69,1.07,-1.07,0
1162,K2-60,b,K2-60 b,Transit,3.00265000,0.00004000,-0.00004000,0,0.045000,0.003000,-0.003000,0,0.000000,,,0,88.490,0.960,-0.960,0,0.42600,0.03700,-0.03700,0,0.683,0.037,-0.037,0,22h34m25.48s,338.606171,-13d43m54.1s,-13.731702,498.70,11.44,-11.44,0,12.789,0.020,0,5500.00,100.00,-100.00,0,0.97,0.07,-0.07,0,1.12,0.05,-0.05,0,2017-02-02,1400,50,-50,0,2016,48.745775,-55.370047,-45.48,0.00,0.00,0
1163,K2-61,b,K2-61 b,Transit,2.57302000,0.00020000,-0.00020000,0,0.039200,0.002400,-0.002400,0,,,,,,,,,,,,,0.221,0.070,-0.070,0,22h38m41.94s,339.674744,-13d33m36.1s,-13.560024,410.35,8.37,-8.37,0,12.991,0.020,0,6293.00,338.00,-338.00,0,1.21,0.22,-0.22,0,1.36,0.41,-0.41,0,2016-07-18,,,,,2016,49.895936,-56.200452,-8.15,3.13,-3.13,0
1164,K2-62,b,K2-62 b,Transit,6.67202000,0.00028000,-0.00028000,0,0.063600,0.001400,-0.001400,0,,,,,,,,,,,,,0.191,0.019,-0.019,0,22h17m27.40s,334.364166,-12d11m15.0s,-12.187498,112.83,0.49,-0.49,0,12.397,0.040,0,4880.00,216.00,-216.00,0,0.77,0.05,-0.05,0,0.73,0.05,-0.05,0,2016-07-18,,,,,2016,47.749245,-50.997737,4.93,0.82,-0.82,0
1165,K2-62,c,K2-62 c,Transit,16.19660000,0.00120000,-0.00120000,0,0.114800,0.002500,-0.002500,0,,,,,,,,,,,,,0.191,0.020,-0.020,0,22h17m27.40s,334.364166,-12d11m15.0s,-12.187498,112.83,0.49,-0.49,0,12.397,0.040,0,4880.00,216.00,-216.00,0,0.77,0.05,-0.05,0,0.73,0.05,-0.05,0,2016-07-18,,,,,2016,47.749245,-50.997737,4.93,0.82,-0.82,0
1166,K2-63,b,K2-63 b,Transit,20.25700000,0.00720000,-0.00720000,0,0.162700,0.009700,-0.009700,0,,,,,,,,,,,,,0.287,0.088,-0.088,0,22h13m42.40s,333.426666,-12d03m58.9s,-12.066374,524.41,21.79,-21.79,0,12.876,0.020,0,6771.00,303.00,-303.00,0,1.40,0.25,-0.25,0,1.63,0.48,-0.48,0,2016-07-18,,,,,2016,47.234715,-50.132876,-10.84,3.55,-3.55,0
1167,K2-63,c,K2-63 c,Transit,25.45560000,0.00470000,-0.00470000,0,0.189000,0.011000,-0.011000,0,,,,0,,,,0,,,,0,0.348,0.107,-0.107,0,22h13m42.40s,333.426666,-12d03m58.9s,-12.066374,524.41,21.79,-21.79,0,12.876,0.020,0,6771.00,303.00,-303.00,0,1.40,0.25,-0.25,0,1.63,0.48,-0.48,0,2019-03-28,,,,0,2016,47.234715,-50.132876,-10.84,3.55,-3.55,0
1168,K2-64,b,K2-64 b,Transit,6.53044000,0.00067000,-0.00067000,0,0.061900,0.001900,-0.001900,0,,,,,,,,,,,,,0.185,0.023,-0.023,0,22h09m39.27s,332.413605,-11d25m43.5s,-11.428742,506.87,12.91,-12.91,0,14.086,0.010,0,5312.00,82.00,-82.00,0,0.74,0.07,-0.07,0,0.73,0.08,-0.08,0,2016-07-18,,,,,2016,47.375684,-48.957313,,,,
1169,K2-65,b,K2-65 b,Transit,12.64750000,0.00130000,-0.00130000,0,0.101400,0.003900,-0.003900,0,,,,,,,,,,,,,0.141,0.034,-0.034,0,22h12m50.82s,333.211761,-10d55m31.4s,-10.925379,78.06,11.17,-15.66,0,10.801,0.084,0,5213.00,336.00,-336.00,0,0.87,0.10,-0.10,0,0.84,0.12,-0.12,0,2016-07-18,,,,,2016,48.627986,-49.400447,,,,
1170,K2-66,b,K2-66 b,Transit,5.06963000,0.00081000,-0.00081000,0,0.059830,0.000720,-0.000720,0,,,,0,86.600,2.400,-4.400,0,0.06702,0.01133,-0.01133,0,0.222,0.030,-0.021,0,22h06m06.41s,331.526703,-10d42m41.6s,-10.711549,520.43,23.47,-23.47,0,11.710,0.186,0,5887.00,46.00,-46.00,0,1.11,0.04,-0.04,0,1.67,0.12,-0.12,0,2017-12-14,1372,51,-51,0,2016,47.695163,-47.849624,46.24,1.56,-1.56,0
1171,K2-68,b,K2-68 b,Transit,8.05428000,0.00082000,-0.00082000,0,0.070800,0.003100,-0.003100,0,,,,,,,,,,,,,0.141,0.021,-0.021,0,22h16m04.75s,334.019775,-10d34m02.3s,-10.567318,169.47,1.25,-1.25,0,12.977,0.050,0,4746.00,96.00,-96.00,0,0.73,0.10,-0.10,0,0.68,0.09,-0.09,0,2016-07-18,,,,,2016,49.714271,-49.914167,18.73,1.16,-1.16,0
1172,K2-69,b,K2-69 b,Transit,7.06599000,0.00050000,-0.00050000,0,0.059100,0.002500,-0.002500,0,,,,,,,,,,,,,0.207,0.032,-0.032,0,22h23m02.29s,335.759552,-10d29m18.9s,-10.488580,181.63,1.57,-1.57,0,14.807,,0,4127.00,190.00,-190.00,0,0.55,0.07,-0.07,0,0.49,0.07,-0.07,0,2016-07-18,,,,,2016,51.182849,-51.351020,,,,
1173,K2-7,b,K2-7 b,Transit,28.67992000,0.00947000,-0.00947000,0,0.181400,0.004300,-0.004300,0,,,,,,,,,,,,,0.238,0.050,-0.050,0,11h08m22.50s,167.093765,-01d03m56.7s,-1.065755,754.64,15.99,-15.99,0,13.213,0.030,0,5772.00,72.00,-91.00,0,0.97,0.06,-0.06,0,0.96,0.17,-0.08,0,2015-07-16,651,61,-61,0,2015,257.434314,52.455938,,,,
1174,K2-70,b,K2-70 b,Transit,13.97896000,0.00095000,-0.00095000,0,0.111200,0.004000,-0.004000,0,,,,,,,,,,,,,0.258,0.042,-0.042,0,22h33m54.19s,338.475800,-10d05m05.8s,-10.084946,234.47,3.48,-3.48,0,12.989,0.030,0,5622.00,268.00,-268.00,0,0.94,0.10,-0.10,0,0.93,0.14,-0.14,0,2016-07-18,,,,,2016,54.041553,-53.415814,,,,
1175,K2-71,b,K2-71 b,Transit,6.98541000,0.00075000,-0.00075000,0,0.055900,0.002500,-0.002500,0,,,,,,,,,,,,,0.192,0.029,-0.029,0,22h46m53.86s,341.724426,-09d52m53.8s,-9.881619,153.86,1.22,-1.22,0,14.875,,0,4006.00,133.00,-133.00,0,0.48,0.06,-0.06,0,0.43,0.05,-0.05,0,2016-07-18,,,,,2016,57.397841,-55.969215,,,,
1176,K2-72,b,K2-72 b,Transit,5.57721200,0.00041700,-0.00041900,0,0.040000,0.004000,-0.005000,0,0.110000,0.196982,-0.087659,0,89.150,0.590,-0.860,0,,,,0,0.096,0.010,-0.010,0,22h18m29.27s,334.621979,-09d36m44.6s,-9.612382,66.56,0.20,-0.20,0,15.309,0.050,0,3360.47,87.24,-86.34,0,0.27,0.08,-0.09,0,0.33,0.03,-0.03,0,2017-10-26,,,,0,2016,51.459868,-49.939811,,,,
1177,K2-72,c,K2-72 c,Transit,15.18903400,0.00312800,-0.00314900,0,0.078000,0.007000,-0.010000,0,0.110000,0.201970,-0.091536,0,89.540,0.320,-0.440,0,,,,0,0.103,0.012,-0.012,0,22h18m29.27s,334.621979,-09d36m44.6s,-9.612382,66.56,0.20,-0.20,0,15.309,0.050,0,3360.47,87.24,-86.34,0,0.27,0.08,-0.09,0,0.33,0.03,-0.03,0,2017-10-26,,,,0,2016,51.459868,-49.939811,,,,
1178,K2-72,d,K2-72 d,Transit,7.76017800,0.00149600,-0.00149600,0,0.050000,0.004000,-0.006000,0,0.110000,0.207832,-0.092330,0,89.260,0.500,-0.690,0,,,,0,0.090,0.011,-0.011,0,22h18m29.27s,334.621979,-09d36m44.6s,-9.612382,66.56,0.20,-0.20,0,15.309,0.050,0,3360.47,87.24,-86.34,0,0.27,0.08,-0.09,0,0.33,0.03,-0.03,0,2017-10-26,,,,0,2016,51.459868,-49.939811,,,,
